date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:44:49	60883/60883	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:44%20GMT	https://togel-online.club/statistik/5	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/statistik/5.html	(from https://togel-online.club/)
22:44:49	35554/35554	---M--	200	added ('OK')	image/jpeg	etag:%228ae2-6423745a-3022eaee;;;%22	https://togel-online.club/assets/front/background/BUSAN.jpg	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/assets/front/background/BUSAN.jpg	(from https://togel-online.club/)
22:44:49	12212/12212	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:45%20GMT	https://togel-online.club/livedraw/busan	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/livedraw/busan.html	(from https://togel-online.club/)
22:44:50	60867/60867	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:45%20GMT	https://togel-online.club/statistik/6	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/statistik/6.html	(from https://togel-online.club/)
22:44:50	55513/55513	---M--	200	added ('OK')	image/jpeg	etag:%22d8d9-6423745a-3022eaf0;;;%22	https://togel-online.club/assets/front/background/CALIFORNIA.jpg	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/assets/front/background/CALIFORNIA.jpg	(from https://togel-online.club/)
22:44:50	9432/9432	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:45%20GMT	https://togel-online.club/livedraw/california	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/livedraw/california.html	(from https://togel-online.club/)
22:44:50	58491/58491	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:46%20GMT	https://togel-online.club/statistik/45	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/statistik/45.html	(from https://togel-online.club/)
22:44:51	72588/72588	---M--	200	added ('OK')	image/jpeg	etag:%2211b8c-6423745a-3022eaf7;;;%22	https://togel-online.club/assets/front/background/CAROLINADAY.jpg	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/assets/front/background/CAROLINADAY.jpg	(from https://togel-online.club/)
22:44:51	9436/9436	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:46%20GMT	https://togel-online.club/livedraw/carolina%20day	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/livedraw/carolina%20day.html	(from https://togel-online.club/)
22:44:51	58501/58501	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:46%20GMT	https://togel-online.club/statistik/46	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/statistik/46.html	(from https://togel-online.club/)
22:44:51	77464/77464	---M--	200	added ('OK')	image/jpeg	etag:%2212e98-6423745a-3022eaf9;;;%22	https://togel-online.club/assets/front/background/CAROLINAEVENING.jpg	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/assets/front/background/CAROLINAEVENING.jpg	(from https://togel-online.club/)
22:44:52	9436/9436	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:47%20GMT	https://togel-online.club/livedraw/carolina%20eve	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/livedraw/carolina%20eve.html	(from https://togel-online.club/)
22:44:52	58503/58503	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:47%20GMT	https://togel-online.club/statistik/47	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/statistik/47.html	(from https://togel-online.club/)
22:44:52	27669/27669	---M--	200	added ('OK')	image/jpeg	etag:%226c15-6423745a-3022eafc;;;%22	https://togel-online.club/assets/front/background/CHIANGMAI.jpg	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/assets/front/background/CHIANGMAI.jpg	(from https://togel-online.club/)
22:44:52	12222/12222	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:48%20GMT	https://togel-online.club/livedraw/chiang%20mai	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/livedraw/chiang%20mai.html	(from https://togel-online.club/)
22:44:52	60914/60914	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:48%20GMT	https://togel-online.club/statistik/7	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/statistik/7.html	(from https://togel-online.club/)
22:44:53	49280/49280	---M--	200	added ('OK')	image/jpeg	etag:%22c080-6423745a-3022eafe;;;%22	https://togel-online.club/assets/front/background/CHINA.jpg	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/assets/front/background/CHINA.jpg	(from https://togel-online.club/)
22:44:53	18603/18603	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:48%20GMT	https://togel-online.club/livedraw/china	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/livedraw/china.html	(from https://togel-online.club/)
22:44:53	67546/67546	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:48%20GMT	https://togel-online.club/statistik/48	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/statistik/48.html	(from https://togel-online.club/)
22:44:53	29614/29614	---M--	200	added ('OK')	image/jpeg	etag:%2273ae-6423745a-3022eb00;;;%22	https://togel-online.club/assets/front/background/COLOMBO.jpg	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/assets/front/background/COLOMBO.jpg	(from https://togel-online.club/)
22:44:53	12228/12228	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:49%20GMT	https://togel-online.club/livedraw/colombo	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/livedraw/colombo.html	(from https://togel-online.club/)
22:44:54	60894/60894	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:49%20GMT	https://togel-online.club/statistik/8	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/statistik/8.html	(from https://togel-online.club/)
22:44:54	12539/12539	---M--	200	added ('OK')	image/jpeg	etag:%2230fb-6423745a-3022eb03;;;%22	https://togel-online.club/assets/front/background/DELAWAREDAY.jpg	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/assets/front/background/DELAWAREDAY.jpg	(from https://togel-online.club/)
22:44:54	9436/9436	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:49%20GMT	https://togel-online.club/livedraw/delaware%20day	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/livedraw/delaware%20day.html	(from https://togel-online.club/)
22:44:54	60927/60927	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:50%20GMT	https://togel-online.club/statistik/32	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/statistik/32.html	(from https://togel-online.club/)
22:44:54	12129/12129	---M--	200	added ('OK')	image/jpeg	etag:%222f61-6423745a-3022eb05;;;%22	https://togel-online.club/assets/front/background/DELAWAREEVE.jpg	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/assets/front/background/DELAWAREEVE.jpg	(from https://togel-online.club/)
22:44:55	9436/9436	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:50%20GMT	https://togel-online.club/livedraw/delaware%20eve	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/livedraw/delaware%20eve.html	(from https://togel-online.club/)
22:44:55	60925/60925	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:50%20GMT	https://togel-online.club/statistik/33	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/statistik/33.html	(from https://togel-online.club/)
22:44:55	28516/28516	---M--	200	added ('OK')	image/jpeg	etag:%226f64-6423745a-3022eb09;;;%22	https://togel-online.club/assets/front/background/DUBAI.jpg	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/assets/front/background/DUBAI.jpg	(from https://togel-online.club/)
22:44:55	12212/12212	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:51%20GMT	https://togel-online.club/livedraw/dubai	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/livedraw/dubai.html	(from https://togel-online.club/)
22:44:56	60864/60864	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:51%20GMT	https://togel-online.club/statistik/9	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/statistik/9.html	(from https://togel-online.club/)
22:44:56	17228/17228	---M--	200	added ('OK')	image/jpeg	etag:%22434c-6423745a-3022eb0e;;;%22	https://togel-online.club/assets/front/background/FLORIDAMIDDAY.jpg	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/assets/front/background/FLORIDAMIDDAY.jpg	(from https://togel-online.club/)
22:44:56	9434/9434	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:51%20GMT	https://togel-online.club/livedraw/florida%20mid	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/livedraw/florida%20mid.html	(from https://togel-online.club/)
22:44:56	58503/58503	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:52%20GMT	https://togel-online.club/statistik/61	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/statistik/61.html	(from https://togel-online.club/)
22:44:56	15690/15690	---M--	200	added ('OK')	image/jpeg	etag:%223d4a-6423745a-3022eb0b;;;%22	https://togel-online.club/assets/front/background/FLORIDAEVENING.jpg	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/assets/front/background/FLORIDAEVENING.jpg	(from https://togel-online.club/)
22:44:57	9434/9434	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:52%20GMT	https://togel-online.club/livedraw/florida%20eve	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/livedraw/florida%20eve.html	(from https://togel-online.club/)
22:44:57	58492/58492	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20May%202023%2015:44:52%20GMT	https://togel-online.club/statistik/62	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/statistik/62.html	(from https://togel-online.club/)
22:44:57	31993/31993	---M--	200	added ('OK')	image/jpeg	etag:%227cf9-6423745a-3022eb10;;;%22	https://togel-online.club/assets/front/background/GUANGZHOU.jpg	C:/Users/Leo/Downloads/newProj/livedraw/livedraw/togel-online.club/assets/front/background/GUANGZHOU.jpg	(from https://togel-online.club/)
